ID_occurrence	src.lang	fr1	KWIC.fr	fr2	lemma.fr	meaning.fr	es	form.fr	form.cs	form.en	form.es	form.it	form.pl	form.ru	dimension1	dimension2
386	fr	"" Je sais bien "" , répondit Passepartout en s'	adressant	à un autre gentleman , "" mais une simple réflexion … ""	s'adresser	manner	-Bien lo sé -respondió Picaporte , dirigiéndose a otro- , pero una simple reflexión .	ger	Cvb.ps.impf	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.42250805293387067	0.09342526250746207
388	cs	NA	Espérant	que notre conversation serait des plus brèves , je m' appliquai à répondre le plus banalement possible aux banalités qu' il m' adressait : il répéta qu' on ne s' était pas vus depuis des lustres , marquant sa surprise de me retrouver justement ici , « dans ce trou perdu au diable » ;	espérer	cause	Con la esperanza de que nuestro encuentro fuese lo más breve posible , traté de responder a las habituales preguntas banales que me había dedicado con respuestas banales habituales : volvió a decir que hacía años que no nos veíamos y se extrañó de que después de tanto tiempo , nos volviésemos a encontrar precisamente aquí «en esta aldea que es el fin del mundo» ;	part	Cvb.ps.impf	ing.part	PP	ger	Cvb.ps.impf	Cvb.ps.impf	-0.10695834582288055	0.27529528420064636
389	fr	Ce coquin a tout l' air de revenir dans sa patrie ,	croyant	avoir dépisté la police .	croire	cause	Ese bribón tiene trazas de volver a su patria , creyendo haber desorientado a la policía .	part	VF.coord	ing.part	ger	ger	adj	Cvb.ps.impf	0.005538823258640135	0.13028358365063633
390	fr	Passepartout , les mains dans les poches , se rendit donc vers le port Victoria ,	regardant	les palanquins , les brouettes à voile , encore en faveur dans le Céleste Empire , et toute cette foule de Chinois , de Japonais et d' Européens , qui se pressait dans les rues .	regarder	concom	Picaporte se dirigió con las manos metidas en los bolsillos hacia el puerto Victoria , mirando los palanquines , las carretillas de vela , todavía usadas en el celeste Imperio , y toda aquella muchedumbre de chinos , japoneses y europeos que se apiñaban en las calles .	part	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.09601697147065032	0.04699190205825345
391	it	Et ne regarde plus le portail , dit-il en me	donnant	une légère tape sur la nuque alors que je me retournais , aimanté par les sculptures que j’ avais vues à l’ entrée .	donner	concom	Y no mires más esa portada -dijo , dándome unos golpecitos en la nuca mientras mi mirada volvía a dirigirse hacia aquellas fascinantes esculturas- . Por hoy ya te han asustado bastante .	ger	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.3226778357915016	-0.10259910652307482
394	fr	Fort heureusement il avait été de son côté à la découverte , et en	hésitant	un peu :	hésiter	concom	Por fortuna había ido también de descubierta por su parte , y titubeando un poco , dijo :	ger	VF.coord	PP	ger	ger	PP	VF.main	-0.18691394094674957	-0.2049319714757323
395	cs	Laura regarda sa sœur au fond des yeux en	haussant	les épaules , comme pour admettre que le contenu de la « chose » ne lui apparaissait pas encore clairement .	hausser	concom	Laura miró a su hermana profundamente , a los ojos , y se encogió de hombros como si reconociera que el claro significado de la palabra «algo» se le escapaba por el momento .	ger	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.main	0.14100625582536783	-0.5317133250202946
396	fr	De temps à autre , Sir Francis Cromarty et Phileas Fogg échangeaient quelques paroles , et , à ce moment , le brigadier général ,	relevant	une conversation qui tombait souvent , dit :	relever	concom	De vez en cuando , sir Francis Cromarty y Phileas Fogg cruzaban algunas palabras , y en este momento el brigadier general , procurando animar una conversación que con frecuencia languidecía , dijo :	part	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.09601697147065032	0.04699190205825345
397	it	Et Rémigio avait toujours porté ces lettres sur lui , sans oser les remettre à leurs destinataires , et à son arrivée à l’ abbaye , craignant de les garder encore par-devers lui , mais ne	voulant	pas les détruire , il les avait remises au bibliothécaire , oui à Malachie précisément , pour qu’ il les cachât quelque part dans un recoin de l’ Édifice .	vouloir	cause	Remigio había conservado esas cartas consigo , sin atreverse a entregarlas , y cuando llegó a la abadía , temeroso de guardarlas en su poder , pero no queriendo tampoco destruirlas , las había puesto en manos del bibliotecario , sí , de Malaquías , para que éste las ocultara en algún sitio recóndito del Edificio .	part	VF.main	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.12622716194352582	0.28759985165007806
400	cs	Je suis en train d' écrire sur Agnès , je l' imagine , je la laisse se reposer sur un banc du sauna , déambuler dans Paris , feuilleter des magazines , discuter avec son mari , mais ce par quoi tout a commencé , ce geste de la dame	saluant	le maître nageur au bord de la piscine , c' est comme si je l' avais oublié .	saluer	attributive	Escribo sobre Agnes , me la imagino , la hago sentarse en el banco de la sauna , caminar por París , hojear una revista , hablar con el marido , pero de aquello que dio comienzo a todo , del gesto de la señora que se despedía del instructor en la piscina , es como si me hubiera olvidado .	part	part	ing.part	VF.sub.rel	VF.sub.rel	part	part	0.34481056365957036	0.4044885934280409
401	fr	"" Rien "" , répondit Passepartout en	vidant	encore une fois son verre .	vider	concom	-Nada -respondió Picaporte , vaciando otra vez su vaso .	ger	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.3226778357915016	-0.1025991065230748
402	fr	C' était la faute à Passepartout qui , abandonnant son poste , franchissant la rampe sans le secours de ses ailes , et	grimpant	à la galerie de droite , tombait aux pieds d' un spectateur en s' écriant :	grimper	cause	Tuvo de esto la culpa Picaporte , quien , abandonando su puesto , saltando del escenario sin el auxilio de las alas , y trepando por la galería de la derecha , caía a los pies de un espectador , exclamando :	part	VF.coord	ing.part	ger	part.past	Cvb.pt.pf	Cvb.pt.pf	0.17729694952845473	0.11468461861600766
404	cs	En	sortant	du restaurant , elle se sentait nerveuse .	sortir	sim	Salió del restaurante muy nerviosa .	ger	VF.main	VF.main	VF.main	VF.main	VF.main	prep	-0.09302716303126923	-0.027954310938854785
406	cs	Celui qui soutenait le coude tendait aux passants le chapeau du musicien , en	criant	:	crier	concom	El que sostenía su brazo estiraba hacia los caminantes el sombrero del músico y gritaba :	ger	VF.coord	ing.ger	VF.coord	VF.coord	Cvb.ps.impf	VF.main	-0.06629512188604032	-0.4065009500130765
410	fr	Il leur sembla même que ,	secouant	l' engourdissement de l' ivresse par un suprême instinct de conservation , la malheureuse tentait d' échapper à ses bourreaux .	secouer	manner	Hasta les pareció que , sacudiendo el entorpecimiento de la embriaguez por un supremo instinto de conservación , la desgraciada intentaba escaparse de entre sus verdugos .	part	Cvb.ps.impf	ing.part	ger	ger	VF.coord	VF.main	0.0700534469993438	0.08841972001899026
411	fr	Ce Fix devait surveiller avec le plus grand soin tous les voyageurs	prenant	la route de Suez , et si l' un d' eux lui semblait suspect , le filer "" en attendant un mandat d' arrestation .	prendre	attributive	Debía este Fix vigilar con el mayor cuidado a todos los viajeros que tomasen el camino de Suez , y , si uno de ellos parecía sospechoso , seguirlo , aguardando un mandato de prisión .	part	VF.sub.rel	VF.sub.rel	VF.sub.rel	VF.sub.rel	part	part	0.39185338593334146	0.4084307459839032
412	fr	"" J' ai été chanteur ambulant , écuyer dans un cirque ,	faisant	de la voltige comme Léotard , et dansant sur la corde comme Blondin ;	faire	attributive	He sido cantor ambulante , he sido artista de circo donde daba el salto como Leotard y bailaba en la cuerda como Blondín ; luego , al fin de hacer más útiles mis servicios , he llegado a profesor de gimnasia , y por último , era sargento de bomberos en París , y aún tengo en mi hoja de servicios algunos incendios notables .	part	VF.coord	VF.sub.rel	VF.sub.rel	NP	VF.coord	VF.coord	0.445062733905832	0.03346501054181242
413	cs	La méthode de Laura est exactement inverse : pour rendre son moi plus visible , plus facile à saisir , pour lui donner plus d' épaisseur , elle lui ajoute sans cesse de nouveaux attributs , auxquels elle tâche de s' identifier ( en	courant	le risque de perdre l' essence du moi , sous ces attributs additionnés ) .	courir	concess	El método de Laura es precisamente el contrario : para que su yo sea más visible , más aprehensible , más voluminoso , le añade cada vez más y más atributos y procura identificarse con ellos ( con el riesgo de que bajo los atributos sumados se pierda la esencia del yo ) .	ger	prep	prep	prep	ger	Cvb.ps.impf	prep	-0.31132138579310215	0.05387319014457224
414	fr	C' était comme si on eût commandé à ce brave garçon d' aller déchaîner un tigre , et il descendit dans la dunette , se	disant	:	dire	concom	Era esto como mandarle soltar un tigre , y bajó por la escotilla diciendo :	part	VF.coord	ing.part	ger	VF.main	VF.main	VF.main	0.17432508488113144	-0.048569451945989044
415	fr	Le rail-road contournait le flanc des montagnes , ne cherchant pas dans la ligne droite le plus court chemin d' un point à un autre , et ne	violentant	pas la nature .	violenter	manner	El ferrocarril seguía los contornos de las montañas no buscando en la línea recta el camino más corto de uno a otro punto , y no violentando a la naturaleza .	part	VF.coord	InfP	ger	InfP	Cvb.ps.impf	Cvb.ps.impf	-0.04132120107756796	0.08168730416632569
416	ru	Puis ,	manœuvrant	rapidement , elle contraignit la foule à se répartir sur tout le pourtour de la colline , de sorte que celle-ci se trouva enfermée entre deux cordons de soldats – cavaliers en bas et fantassins en haut – , et pouvait désormais assister au supplice à travers la chaîne assez lâche des fantassins .	manœuvrer	manner	El ala de caballería dejó pasar a todos , pero la segunda centuria sólo a los que tenían relación directa con la ejecución , y luego , con rápidas maniobras , dispersó alrededor del monte a toda la muchedumbre de tal manera , que ésta se encontró entre el cerco de infantería , arriba , y el de la caballería abajo . Ahora podía ver la ejecución a través de la cadena suelta de los soldados de infantería .	part	PP	PP	PP	PP	PP	Cvb.ps.impf	0.05242457288667203	0.2145936117727781
417	fr	Tout en	faisant	ses emplettes , Passepartout eut bientôt vu la ville , autrefois défendue par un fort magnifique qui est devenu une prison d' État .	faire	concom	Mientras hacía sus compras , Picaporte vio la ciudad , antes defendida por un fuerte magnífico , que se ha convertido en prisión de Estado .	ger	VF.sub.adv	VF.sub.adv	VF.sub.adv	ger	Cvb.ps.impf	Cvb.ps.impf	-0.4123852299278562	0.025363767978868974
418	fr	En effet , en	arrivant	et en admettant que le sieur Fogg n' en jetât pas encore quelques poignées à la mer , plus de sept mille livres ( 175 000 F ) manqueraient au sac à bank-notes !	arriver	sim	En efecto , al llegar , y admitiendo que míster Fogg echase todavía algunos puñados de billetes al mar , faltarían más de siete mil libras en el saco .	ger	PP	VF.sub.adv	InfP	PP	Cvb.ps.impf	prep	-0.2692608543966139	0.054491809784327314
419	fr	Le mécanicien siffla , le train se mit en marche , et disparut bientôt ,	mêlant	sa fumée blanche au tourbillon des neiges .	mêler	concom	El maquinista silbó , el tren se puso en marcha , y desapareció luego , mezclando su blanco humo con el torbellino de las nieves .	part	Cvb.pt.pf	ing.part	ger	ger	VF.coord	Cvb.ps.impf	-3.4486063991030443e-4	0.06559655278424989
422	fr	Il avait confié ses inquiétudes à Fix , qui - le fin renard - essayait de le consoler , en lui	disant	que Mr . Fogg en serait quitte pour prendre le prochain paquebot .	dire	manner	Había confiado sus inquietudes a Fix , quien trataba , el zorro , de consolarlo , diciéndole que míster Fogg lo arreglaría tomando el vapor próximo , lo cual daba inmensa rabia a Picaporte .	ger	VF.coord	ing.ger	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.3777937761821046	-0.08107030165628207
423	cs	Elle montait , s'	arrêtant	de temps à autre pour regarder en arrière .	s'arrêter	concom	Subía , a ratos se detenía y observaba : veía abajo muchos puentes y torres ;	part	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	Cvb.ps.impf	0.3000201944922959	-0.34188452298739674
424	cs	Mais comment était -il possible que le souvenir de sa femme , soupirant et criant quatorze ans plus tôt en	pensant	à l' ami couché derrière la cloison , comment était -il possible que ce souvenir , après tant d' années , lui fît monter le sang à la tête ?	penser	sim	¿ Pero cómo es posible que el recuerdo de su propia mujer , que catorce años antes suspiraba en voz alta y gritaba pensando en el amigo acostado al otro lado del tabique , cómo es posible que ese recuerdo le hiciera a esas alturas subir la sangre a la cabeza ?	ger	Cvb.ps.impf	VF.sub.adv	ger	ger	PP	Cvb.ps.impf	-0.36530877202844914	0.07654670083790045
427	fr	"" Yankee ! "" dit Mr . Fogg , en	lançant	à son adversaire un regard de profond mépris .	lancer	concom	-¡ Yankee ! -dijo míster Fogg , echando sobre su adversario una mirada de profundo desprecio .	ger	Cvb.pt.pf	ing.part	ger	ger	VF.main	Cvb.ps.impf	-0.3277857544797219	-0.008448399249883052
428	fr	La plupart des voyageurs connaissaient cette interruption de la voie , et , en descendant du train , ils s' étaient emparés des véhicules de toutes sortes que possédait la bourgade , palkigharis à quatre roues , charrettes traînées par des zébus , sortes de boeufs à bosses , chars de voyage	ressemblant	à des pagodes ambulantes , palanquins , poneys , etc.	ressembler	attributive	La mayor parte de los viajeros conocían esa interrupción de la vía , y al apearse del tren se habían apoderado de los vehículos de todo género que había en el villorrio , paikigharis de cuatro ruedas , carretas arrastradas por unos zebús , especie de bueyes de giba , carros de viaje semejantes a pagodas ambulantes , palanquines , caballos , etc .	part	VF.sub.rel	VF.sub.rel	adj	VF.sub.rel	part	adj	0.3658599808334614	0.3784565079395914
429	cs	alors qu' il n' était plus qu' à vingt mètres , il cessa de courir pour terminer en titubant , une main	comprimant	son côté gauche .	comprimer	attributive	cuando estaba a veinte metros de la meta , dejó de correr e hizo el restocojeando , con la mano en el costado izquierdo .	part	VF.coord	ing.part	prep	part.past	VF.coord	Cvb.ps.impf	0.2839324180168059	0.03495092054108672
430	fr	Le mercredi 9 octobre , on attendait pour onze heures du matin , à Suez , le paquebot Mongolia , de la Compagnie péninsulaire et orientale , steamer en fer à hélice et à spardeck ,	jaugeant	deux mille huit cents tonnes et possédant une force nominale de cinq cents chevaux .	jauger	attributive	El miércoles 9 de octubre se aguardaba , para las once de la mañana , en Suez , el paquebote "" Mongolia "" de la Compañía Peninsular y Oriental , vapor de hierro , de hélice y entrepuente , que desplazaba dos mil ochocientas toneladas y poseía una fuerza nominal de quinientos caballos .	part	PP	prep	VF.sub.rel	VF.sub.rel	PP	adj	0.30912170996270155	0.3743101089576428
432	de	« Vous auriez dû vous présenter il y a une heure et cinq minutes , » répéta alors l’ homme en élevant la voix et en	jetant	les yeux sur le public .	jeter	concom	–Tendría que haber comparecido hace una hora y cinco minutos –repitió el hombre en voz más alta y paseó rápidamente su mirada por la sala .	ger	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	Cvb.pt.pf	0.10446935766593915	-0.5197742259465461
434	cs	En	voyant	de belles femmes dans la rue , il s' étonna de ne leur prêter aucune attention .	voir	cause	Veía pasar por las calles a mujeres hermosas y se asombraba al comprobar que no les prestaba atención .	ger	VF.coord	VF.coord	VF.coord	VF.coord	Cvb.ps.impf	VF.main	0.03505583372197379	-0.38308254624118193
435	cs	Elle répétait , en	sanglotant	, que je ne l' aimais pas .	sangloter	concom	Pero ella seguía llorando y afirmando que yo no la quería .	ger	VF.coord	ing.ger	ger	VF.coord	VF.coord	VF.main	-0.009102026978745122	-0.38546844474572006
436	cs	Entre les cinq ou six tables de la petite salle noyée dans la fumée et la cohue , un serveur courait ,	portant	à bras tendu un gigantesque plateau chargé d' une pyramide d' assiettes où je reconnus au vol des escalopes viennoises garnies de salade de pommes de terre ( apparemment l' unique plat dominical ) puis , se frayant sans ménagement un passage , il fila dans un couloir . Je le suivis et découvris que ce couloir se terminait par une porte ouverte sur le jardin où l'on mangeait aussi .	porter	concom	Un local pequeño con cinco o seis mesas , lleno de humo denso y repleto de gente , por el medio del cual iba lanzado el camarero , llevando con el brazo estirado una bandeja grande con una montaña de platos en los cuales pude distinguir filetes empanados con ensaladilla ( probablemente la única comida del domingo ) , abriéndose camino sin contemplaciones entre la gente y las mesas , hasta salir del local y llegar al pasillo . Fui tras él y comprobé que al final del pasillo había una puerta abierta que daba al jardín , en el cual también se comía .	part	Cvb.ps.impf	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.16442728242879492	0.18324991848391
437	fr	"" Monsieur Fix "" , dit-il en	balbutiant	, "" quand bien même tout ce que vous m' avez dit serait vrai … quand mon maître serait le voleur que vous cherchez … ce que je nie … j' ai été … je suis à son service … je l' ai vu bon et généreux . ""	balbutier	concom	Señor Fix -dijo tartamudeado- , aun cuando fuese verdad todo lo que me habéis dicho … aun cuando mi amo fuese el ladrón que buscáis … lo cual niego … he estado … estoy a su servicio … lo conozco como bueno y generoso … Venderlo … jamás … no , por todo el oro del mundo …	ger	adv	VF.main	ger	VF.main	VF.main	Cvb.ps.impf	-0.25124670274891125	-0.07953570830964606
438	cs	Comme en	passant	, il m' avait appelé ami et j' étais sûr que la réconciliation humiliante n' était plus qu' à deux pas ;	passer	gram	Jovialmente y como de pasada me llamó amigo y yo sentí que la ignominiosa reconciliación estaba ya a un paso ;	ger	adv	ing.ger	adv	adv	adv	adv	-0.13469676894518212	-0.02749658562660744
439	cs	Tout en se	reprochant	d' avoir cédé , Grizzly savait qu' aucun autre choix n' était possible .	se reprocher	concess	Al Oso le daba vergüenza haber cedido , pero al mismo tiempo sabía que no había tenido otra alternativa .	ger	VF.coord	VF.main	VF.coord	VF.main	Cvb.ps.impf	adv	-0.09448151824763167	-0.2631217641935137
440	de	Mais K. ,	redoutant	que celui-ci ne vînt à disparaître , aurait voulu rendre l’ autre dix fois plus prompt .	redouter	cause	K ya no pudo reflexionar más , simplemente auspició el resultado , que sería satisfactorio para él . Pues el fabricante se levantó de un salto y se apresuró a saludar al subdirector , K , sin embargo , hubiese querido que se hubiera levantado diez veces más mido , ya que temía que el subdirector pudiera desaparecer .	part	VF.coord	VF.sub.adv	VF.sub.adv	VF.sub.adv	VF.sub.rel	VF.sub.adv	0.25891884691247974	0.12781192282805692
441	fr	Phileas Fogg , la jeune femme , Fix et Passepartout , confortablement assis , regardaient le paysage varié qui passait sous leurs yeux , - vastes prairies , montagnes se	profilant	à l' horizon , creeks roulant leurs eaux écumeuses .	se profiler	attributive	Phileas Fogg , la joven Aouda y sus compañeros , confortablemente instalados , miraban el paisaje variado que se presentaba a la vista ; vastas praderas , montañas que se perfilaban en el horizonte , torrentes que rodaban sus aguas espumosas .	part	part	ing.part	VF.sub.rel	VF.sub.rel	part	VF.sub.rel	0.33767416721534976	0.39914736631106057
442	cs	Je n' avais pas , alors , beaucoup de chagrins intimes , au contraire , j' avais un considérable sens de la plaisanterie et pourtant on ne peut pas dire que j' ai pleinement réussi au regard joyeux de l' époque : mes blagues manquaient par trop de sérieux , tandis que la joie contemporaine ne souffrait pas les facéties ou l' ironie ,	étant	, je le répète , une joie grave qui s' intitulait fièrement « l' optimisme historique de la classe victorieuse » , une joie ascétique et solennelle , en un mot la Joie .	être	attributive	Yo no tenía entonces muchas tristezas interiores , por al contrario , tenía un considerable sentido del humor , y sin embargo no se puede decir que ante el rostro alegre de la época tuviera un éxito indiscutible , porque mis chistes eran excesivamente poco serios , en tanto que la alegría de aquella época no era amante de la picardía y la ironía , era una alegría , como ya he dicho , seria , que se daba a sí misma el orgulloso título de «optimismo histórico de la clase triunfante» , una alegría ascética y solemne , sencillamente la Alegría .	part	VF.coord	ing.part	VF.coord	VF.coord	VF.coord	VF.coord	0.44792848663484364	-0.15791072178449247
443	fr	"" Je ne sais , mon officier "" , répondit le Parsi , en	prêtant	l' oreille à un murmure confus qui passais sous l' épaisse ramure .	prêter	concom	-No lo sé -respondió el parsi prestando oído a un murmullo que pasaba por la espesa enramada .	ger	Cvb.ps.impf	ing.part	ger	ger	VF.coord	Cvb.ps.impf	-0.2592009671810138	-0.09186481977213712
444	fr	"" Moi , monsieur Fogg ! … "" répondit Mrs . Aouda , en	comprimant	les battements de son coeur .	comprimer	concom	-¡ Yo , míster Fogg ! -respondió Aouda , comprimiendo los latidos de su corazón .	ger	Cvb.ps.impf	ing.part	ger	ger	Cvb.ps.impf	VF.sub.rel	-0.3574516964905751	0.028477416141302152
446	de	« Je peux déjà marcher » , dit-il en se	levant	gauchement , ankylosé qu’ il était par sa longue station assise .	se lever	concom	–Ya puedo irme –dijo por esta razón , y se levantó temblando , acostumbrado a la cómoda silla .	ger	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.main	0.14100625582536783	-0.5317133250202944
447	fr	En d' autres termes , pendant que Phileas Fogg ,	marchant	vers l' est , voyait le soleil passer quatre-vingts fois au méridien , ses collègues restés à Londres ne le voyaient passer que soixante-dix-neuf fois .	marcher	sim	En otros términos : mientras que Phileas Fogg , marchando hacia Oriente , vio el sol pasar ochenta veces por el meridiano , sus colegas de Londres no lo habían visto más que setenta y nueve .	part	PP	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.16699686930958665	0.27092605877799114
448	cs	Beaucoup de ses photos parurent à l' étranger dans les journaux les plus divers : on y voyait des tanks , des poings menaçants , des immeubles détruits , des morts recouverts d' un drapeau tricolore ensanglanté , des jeunes gens à moto qui tournaient à toute vitesse autour des chars en agitant des drapeaux tchèques au bout de longues perches , et de très jeunes filles vêtues de minijupes incroyablement courtes , qui provoquaient les malheureux soldats russes sexuellement affamés en	embrassant	sous leurs yeux des passants inconnus .	embrasser	manner	Muchas de aquellas fotos aparecieron en los más diversos periódicos extranjeros : había tanques , puños amenazantes , casas semidestruidas , muertos cubiertos con la ensangrentada bandera roja , blanca y azul , jóvenes que iban en moto a una enloquecida velocidad alrededor de los tanques y agitaban banderas nacionales con largos mástiles , jovencitas con faldas increíblemente cortas que provocaban a los pobres soldados rusos , sexualmente hambrientos , besándose ante sus ojos con viandantes desconocidos .	ger	VF.coord	ing.ger	ger	VF.coord	VF.coord	VF.sub.adv	-0.0445062410818567	-0.3063143480444231
449	fr	L' agent passa là quelques heures difficiles , tantôt	croyant	tout perdu , tantôt espérant que Fogg ignorait la situation , enfin ne sachant quel parti prendre .	croire	concom	El agente pasó algunas horas angustiosas , creyéndolo algunas veces todo perdido , esperando otras que Fogg ignoraba la situación , y por último , no sabiendo qué partido tomar .	part	part	ing.part	ger	ger	VF.coord	VF.main	0.11272164565093525	0.03261427181357578
450	cs	NA	Comprenant	que son attitude était en relation avec l' affaire déclenchée par ma carte postale , je me refusais , par amour-propre et par dépit , à lui poser la moindre question .	comprendre	cause	Comprendí que aquello estaba relacionado con el asunto de mi postal y , con orgullosa autocompasión , no quise preguntarle nada .	part	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	0.4501628152426438	-0.2806329298409035
451	fr	mais les ingénieurs , ainsi qu' il a été dit , n' ont pas violenté la nature , ils ont rusé avec elle ,	tournant	les difficultés , et pour atteindre le grand bassin , un seul tunnel , long de quatorze mille pieds , a été percé dans tout le parcours du rail-road .	tourner	manner	pero los ingenieros , como hemos dicho , no han violentado a la naturaleza , sino que han usado con ella la astucia , sesgando las dificultades , no habiendo tenido necesidad de perforar más que un túnel de catorce mil pies para llegar a la gran cuenca .	part	Cvb.ps.impf	ing.ger	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.21064607406124738	0.2434794024959573
452	cs	L' unanimité se fit d' ailleurs sur cette dernière idée , que le chœur des enfants reprit à l' unisson en s'	avançant	, bras tendu et bouquet au bout .	s'avancer	concom	Todos los niños coincidían después en esta idea , la repetían una vez más al unísono y avanzaban extendiendo la mano en la que tenían el ramito de flores .	ger	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	Cvb.pt.pf	0.1044693576659392	-0.519774225946546
453	fr	Son front ne s' assombrit pas un instant , et , cependant , un retard de vingt heures pouvait compromettre son voyage en lui	faisant	manquer le départ du paquebot de Yokohama .	faire manquer	cause	Su frente no se nubló ni un instante , y sin embargo , una tardanza de veinte horas podía comprometer su viaje , haciéndole perder la salida del vapor de Yokohama .	ger	VF.coord	ing.ger	ger	ger	VF.main	VF.main	-0.17135372946137253	-0.1306429001034482
455	cs	Le président américain Jimmy Carter m' a toujours été sympathique , mais c' est presque de l' amour que j' ai éprouvé pour lui en le	voyant	, sur l' écran de télévision , courir en survêtement avec un groupe de collaborateurs , d' entraîneurs et de gorilles ; soudain la sueur perla à son front , son visage se crispa , ses collaborateurs se penchèrent sur lui , le saisirent à bras-le-corps : une petite crise cardiaque .	voir	cause	El presidente norteamericano Jimmy Carter siempre me cayó simpático , pero fue casi amor lo que sentí por él cuando lo vi en la televisión en chándal corriendo con un grupo de colaboradores suyos , entrenadores y gorilas ; de pronto se le empezó a cubrir la frente de sudor , su cara se contrajo en un espasmo , los demás corredores se inclinaron hacia él , lo cogieron y lo sostuvieron : era un pequeño ataque al corazón .	ger	VF.sub.adv	VF.sub.adv	VF.sub.adv	VF.sub.adv	Cvb.ps.impf	Cvb.pt.pf	-0.2358094158690457	0.12235409804463748
457	de	Joseph ! s’ écria l’ oncle en	cherchant	à se dégager pour pouvoir s’ arrêter – mais K. ne le lâcha pas – Joseph , on t’ a changé , je t’ avais toujours connu un jugement sûr et voilà que la tête t’ abandonne ;	chercher	concom	Josef–exclamó el tío , e intentó desasirse para detenerse , pero K no le dejó– , estás cambiado , siempre has tenido una gran inteligencia , ¿ y precisamente ahora no la empleas ?	ger	VF.coord	ing.part	VF.coord	ger	VF.coord	Cvb.ps.impf	-0.10987385865177943	-0.3194444982201646
458	fr	"" Attendu "" , reprit le juge , "" attendu que la loi anglaise entend protéger également et rigoureusement toutes les religions des populations de l' Inde , le délit	étant	avoué par le sieur Passepartout , convaincu d' avoir violé d' un pied sacrilège le pavé de la pagode de Malebar-Hill , à Bombay , dans la journée du 20 octobre , condamne ledit Passepartout à quinze jours de prison et à une amende de trois cents livres ( 7 500 F ) . ""	avouer	cause	-Visto -repuso el juez -que la ley inglesa entiende proteger igual y rigurosamente todas las religiones de las poblaciones indias ; estando el delito confesado por el señor Picaporte ; convencido de haber profanado con sacrílego pie el pavimento de la pagoda de Malebar-Hill , en Bombay , el día 20 de octubre , condena al susodicho Picaporte a quince días de prisión y una multa de trescientas libras .	part	VF.sub.adv	VF.sub.adv	ger	VF.sub.adv	VF.coord	PP	0.1737108426711512	0.21422652045667034
459	cs	Essayons de répondre en nous	rappelant	cette jeune femme du sauna qui , avec combativité , affirmait sa prédilection pour les douches froides .	rappeler	manner	Intentemos responder recordando a la joven de la sauna que afirmaba belicosa que amaba la ducha fría .	ger	PP	ing.ger	ger	ger	Cvb.ps.impf	Cvb.pt.pf	-0.41228058934245776	0.06092339348053043
461	fr	Puis , se	tournant	vers ses collègues :	se tourner	concom	-Aceptado -dijo Fogg : y luego , volviéndose hacia sus compañeros , añadió- :	part	Cvb.ps.impf	ing.part	ger	part.past	Cvb.ps.impf	Cvb.pt.pf	-0.026820508773146432	0.16982069169172576
462	fr	On sentait , pour ainsi dire , que le train tout entier ,	marchant	avec une rapidité de cent milles à l' heure , ne pesait plus sur les rails .	marcher	attributive	Se sentía , por decirlo así , que el tren entero , marchando con una rapidez de cien millas por hora , no gravitaba ya sobre los rieles .	part	part	ing.part	ger	ger	part	VF.main	0.14222534108542792	0.2974662850093992
463	cs	Se	hâtant	de déglutir ( car il n' est pas bon d' être photographié quand on a le visage déformé par la mastication , vu la méchanceté des photographes qui raffolent de ce genre de portraits ) , il lance d' une voix forte pour être entendu de tous :	se hâter	cause	Traga rápidamente un bocado ( ¡ no es bueno ser fotografiado mientras el rostro se deforma por la masticación , porque los periódicos tienen la maldad de publicar precisamente ese tipo de fotos ! ) y dice en voz alta , para que todos lo oigan :	part	adv	adv	VF.coord	VF.main	adv	VF.coord	0.3174436315206334	0.061501841612359595
465	fr	Et Mr. Fogg ,	offrant	son bras à Mrs . Aouda , se dirigea vers les docks à la recherche d' un navire en partance .	offrir	sim	Y míster Fógg , ofreciendo su brazo a Aouda , se dirigió a los docks , en busca de un buque dispuesto a marchar .	part	Cvb.pt.pf	ing.part	ger	part.past	VF.coord	Cvb.pt.pf	0.18219735637921344	0.12911854284712587
